229,Junio 8 de 2016,Transferencia otra entidad    ,ACH                           ,"$530,342 ",70668923,000000900376423  PROVEEDOR 000000900376423                            ,4733-4744-4766-4779
259,Junio 20 de 2016,Transferencia otra entidad    ,ACH                           ,"$216,166 ",73452276,000000900376423  PROVEEDOR 000000900376423                            ,4805-4820
