176,Marzo 29 de 2016,Transferencia otra entidad    ,ACH                           ,"$2,603,111 ",55474627,830144557        PROVEEDOR HARRYSA SAS HAR0                           ,4292-4344-4440-4474-4502
177,Marzo 29 de 2016,Transferencia otra entidad    ,ACH                           ,"$2,292,749 ",55474636,830144557        PROVEEDOR HARRYSA SAS RES0                           ,4290-4378-4472-4500
